tenure_months,monthly_charges,total_charges,num_services,senior_citizen,contract_type,internet_service,tech_support,payment_method,churned
67,112.29,7825.65,1,1,month-to-month,fiber,yes,mailed-check,1
1,76.78,71.79,3,1,month-to-month,none,yes,mailed-check,0
12,90.44,1124.35,6,0,month-to-month,fiber,no,credit-card,1
16,34.92,539.66,4,1,month-to-month,fiber,yes,bank-transfer,0
20,73.34,1336.77,2,0,month-to-month,dsl,yes,mailed-check,0
9,87.35,743.5,2,1,two-year,none,no,bank-transfer,0
1,65.62,68.98,5,0,month-to-month,fiber,no,bank-transfer,1
48,35.5,1666.76,4,0,two-year,fiber,yes,bank-transfer,0
69,44.41,3091.78,5,1,month-to-month,fiber,no,bank-transfer,0
8,105.44,782.2,3,0,two-year,dsl,yes,electronic-check,0
21,23.45,452.33,3,0,month-to-month,fiber,yes,electronic-check,0
36,90.89,3101.4,5,0,one-year,dsl,yes,credit-card,0
66,119.94,7872.56,1,1,one-year,dsl,no,bank-transfer,0
49,20.75,1087.31,4,0,two-year,none,yes,credit-card,0
55,36.1,2090.09,3,0,month-to-month,none,no,credit-card,1
41,87.41,3340.16,6,0,month-to-month,fiber,no,mailed-check,0
30,26.0,713.15,6,1,two-year,none,no,mailed-check,0
14,78.98,1045.02,3,0,month-to-month,fiber,yes,credit-card,0
62,88.4,5867.01,2,0,one-year,dsl,yes,electronic-check,0
57,78.81,4506.41,2,1,month-to-month,none,no,credit-card,0
1,56.52,59.99,2,0,month-to-month,fiber,yes,electronic-check,0
51,89.73,4456.87,2,1,one-year,fiber,no,mailed-check,0
6,79.43,485.2,6,0,one-year,fiber,yes,mailed-check,0
53,40.76,2201.21,1,1,one-year,fiber,no,bank-transfer,0
59,76.31,4616.4,1,0,month-to-month,dsl,no,mailed-check,0
9,108.19,967.9,4,1,one-year,none,no,credit-card,1
31,86.68,2546.94,2,1,two-year,dsl,no,credit-card,1
8,67.18,529.75,6,0,month-to-month,fiber,yes,bank-transfer,1
40,52.16,2284.51,6,0,month-to-month,dsl,yes,credit-card,0
66,28.59,1800.94,6,0,month-to-month,fiber,yes,electronic-check,0
5,44.46,232.3,4,0,one-year,dsl,no,credit-card,0
28,21.12,643.96,4,1,month-to-month,fiber,yes,bank-transfer,0
70,118.66,8416.27,3,0,one-year,fiber,yes,electronic-check,0
21,42.25,885.36,2,1,month-to-month,dsl,yes,credit-card,1
9,101.49,844.14,4,0,one-year,dsl,yes,electronic-check,0
35,36.86,1355.45,7,1,two-year,dsl,no,bank-transfer,0
36,48.36,1884.24,2,1,month-to-month,fiber,no,bank-transfer,1
47,61.83,3185.38,1,1,month-to-month,fiber,no,electronic-check,0
22,52.44,1084.84,4,1,month-to-month,dsl,no,mailed-check,0
68,99.84,7359.48,3,1,month-to-month,fiber,no,electronic-check,1
37,115.77,4172.35,6,1,month-to-month,dsl,no,credit-card,1
20,107.53,2201.85,6,1,two-year,none,no,credit-card,0
69,35.36,2304.99,7,0,month-to-month,none,no,credit-card,0
66,97.67,6121.83,3,1,month-to-month,fiber,no,mailed-check,0
35,34.79,1246.62,7,1,month-to-month,dsl,no,mailed-check,0
1,111.34,111.0,1,1,month-to-month,fiber,no,credit-card,1
42,71.79,3295.23,3,1,two-year,none,no,mailed-check,0
39,53.64,1993.41,2,0,month-to-month,dsl,no,mailed-check,0
10,35.7,383.99,7,0,month-to-month,fiber,no,electronic-check,1
45,21.18,945.57,5,0,month-to-month,none,yes,credit-card,0
60,44.79,2490.98,3,0,two-year,fiber,yes,electronic-check,0
7,111.4,739.11,2,0,two-year,fiber,no,electronic-check,0
52,99.73,5451.17,6,0,month-to-month,fiber,no,credit-card,0
10,116.98,1246.22,5,1,one-year,none,yes,credit-card,0
53,30.08,1447.43,6,1,one-year,dsl,no,credit-card,0
30,79.22,2333.84,4,1,one-year,none,yes,credit-card,0
0,45.72,45.67,2,0,month-to-month,fiber,yes,electronic-check,0
69,74.29,5243.94,3,0,one-year,fiber,no,mailed-check,0
11,52.05,589.8,5,1,one-year,none,no,credit-card,0
42,48.35,2164.95,2,0,month-to-month,fiber,no,mailed-check,0
13,77.38,960.35,1,1,month-to-month,dsl,yes,credit-card,0
67,38.33,2368.79,6,1,month-to-month,dsl,no,credit-card,0
53,66.91,3323.87,4,1,month-to-month,fiber,yes,credit-card,0
57,85.08,5273.26,3,0,month-to-month,fiber,no,credit-card,0
31,32.82,1026.92,4,1,two-year,dsl,no,credit-card,0
33,113.06,3521.37,6,1,two-year,none,yes,bank-transfer,0
45,70.57,3357.21,1,0,month-to-month,none,no,electronic-check,0
56,101.95,5808.55,4,0,month-to-month,none,no,mailed-check,0
60,85.39,4987.45,2,1,one-year,fiber,yes,credit-card,0
1,91.0,82.23,1,0,month-to-month,none,yes,credit-card,1
47,91.61,4549.19,1,1,month-to-month,none,yes,electronic-check,0
7,107.51,785.3,4,0,two-year,dsl,yes,bank-transfer,0
20,81.36,1549.78,4,1,month-to-month,none,no,mailed-check,1
59,47.82,2689.12,4,0,month-to-month,fiber,no,mailed-check,0
18,29.95,514.46,6,0,one-year,none,no,bank-transfer,0
57,80.63,4752.56,4,0,one-year,fiber,no,mailed-check,0
33,26.64,842.93,5,0,month-to-month,fiber,no,bank-transfer,0
16,44.13,679.3,6,0,one-year,dsl,no,electronic-check,0
24,26.07,610.24,5,1,two-year,dsl,yes,mailed-check,0
38,74.89,3119.13,7,0,month-to-month,dsl,yes,credit-card,0
55,36.03,1965.84,2,0,one-year,fiber,yes,bank-transfer,0
43,81.04,3399.26,6,0,month-to-month,none,yes,credit-card,0
67,99.09,6599.23,5,1,month-to-month,dsl,no,credit-card,0
62,102.19,6613.55,5,1,month-to-month,dsl,yes,mailed-check,0
54,50.95,2962.43,1,1,month-to-month,fiber,no,mailed-check,0
43,74.9,3536.85,4,0,month-to-month,dsl,yes,mailed-check,0
20,76.3,1521.75,7,1,two-year,dsl,no,bank-transfer,0
29,67.29,1935.85,5,0,month-to-month,dsl,yes,mailed-check,0
8,85.51,660.86,1,1,two-year,fiber,yes,mailed-check,1
26,41.01,1125.78,3,0,month-to-month,fiber,no,electronic-check,0
66,117.92,8024.9,4,1,two-year,none,no,mailed-check,0
30,29.81,869.86,6,1,month-to-month,dsl,no,credit-card,0
8,102.92,826.41,4,0,month-to-month,dsl,no,mailed-check,0
46,79.41,3437.94,6,1,one-year,fiber,yes,credit-card,0
69,44.49,3188.91,6,0,one-year,none,yes,mailed-check,0
62,94.57,5572.66,2,1,month-to-month,dsl,yes,mailed-check,0
19,28.45,524.28,2,1,month-to-month,none,yes,bank-transfer,0
32,97.44,2848.75,7,1,one-year,fiber,no,electronic-check,0
38,79.0,2833.81,5,1,one-year,none,no,mailed-check,1
17,31.08,496.12,6,0,month-to-month,fiber,yes,electronic-check,0
19,27.95,556.04,7,0,one-year,dsl,no,electronic-check,0
17,95.08,1679.23,3,1,month-to-month,dsl,no,bank-transfer,0
71,49.29,3526.29,1,0,month-to-month,fiber,yes,electronic-check,0
53,108.93,5642.88,7,0,one-year,none,yes,electronic-check,0
60,96.21,6222.19,5,0,two-year,fiber,no,bank-transfer,0
58,89.82,5609.74,1,1,month-to-month,dsl,no,mailed-check,0
69,47.86,3370.26,4,0,month-to-month,dsl,yes,electronic-check,0
7,90.89,656.33,1,0,month-to-month,fiber,no,credit-card,1
63,114.81,7661.88,3,0,one-year,none,yes,credit-card,0
4,29.16,121.84,3,0,month-to-month,dsl,no,bank-transfer,0
34,52.62,1690.65,4,1,month-to-month,fiber,no,bank-transfer,0
42,43.47,1826.97,4,1,month-to-month,fiber,yes,credit-card,0
25,59.33,1379.98,6,1,two-year,none,no,credit-card,0
10,94.23,1000.61,3,1,month-to-month,fiber,no,electronic-check,1
13,67.42,903.38,6,0,one-year,dsl,no,electronic-check,0
59,77.07,4982.83,7,1,month-to-month,fiber,no,mailed-check,0
22,51.42,1049.0,6,0,month-to-month,fiber,no,mailed-check,0
22,34.13,752.38,2,0,month-to-month,none,yes,credit-card,1
66,46.69,3219.6,5,0,month-to-month,fiber,yes,bank-transfer,0
10,105.97,1137.55,2,0,month-to-month,dsl,no,credit-card,1
65,80.24,5584.24,4,1,month-to-month,fiber,no,bank-transfer,0
66,57.8,3587.44,5,0,month-to-month,fiber,yes,bank-transfer,0
43,98.99,4667.18,3,1,month-to-month,dsl,no,credit-card,1
11,26.45,318.96,1,0,month-to-month,none,no,bank-transfer,0
11,45.39,546.13,6,0,month-to-month,dsl,yes,credit-card,1
20,43.01,879.75,6,0,month-to-month,none,yes,mailed-check,0
41,118.54,5182.79,1,0,month-to-month,fiber,no,mailed-check,1
11,90.61,912.2,3,0,one-year,dsl,yes,bank-transfer,0
32,81.78,2488.97,2,1,two-year,fiber,no,credit-card,0
8,20.5,150.62,7,1,one-year,fiber,no,electronic-check,0
38,38.43,1461.96,7,1,month-to-month,none,yes,bank-transfer,0
1,83.55,91.32,5,0,two-year,fiber,no,electronic-check,0
51,57.97,3044.67,4,1,two-year,dsl,yes,credit-card,0
3,112.43,334.68,1,1,month-to-month,none,no,bank-transfer,1
14,96.47,1429.68,2,0,month-to-month,fiber,yes,electronic-check,1
12,64.74,784.7,1,1,one-year,dsl,no,electronic-check,0
59,94.95,5554.6,6,1,two-year,none,no,bank-transfer,1
3,117.54,361.74,1,1,one-year,dsl,no,electronic-check,0
30,66.1,1987.68,5,0,one-year,dsl,yes,electronic-check,0
42,84.25,3638.67,7,0,one-year,fiber,yes,electronic-check,0
37,111.87,4389.72,3,0,two-year,fiber,no,electronic-check,0
49,44.87,2182.1,5,0,month-to-month,fiber,yes,mailed-check,0
57,108.66,6088.35,7,0,month-to-month,none,yes,bank-transfer,0
28,29.75,842.77,3,0,two-year,dsl,no,credit-card,0
59,84.84,5410.76,4,0,month-to-month,none,no,bank-transfer,0
22,98.28,2128.86,2,1,month-to-month,dsl,no,credit-card,1
70,81.46,6098.79,3,0,month-to-month,dsl,no,credit-card,0
36,69.55,2562.47,7,0,month-to-month,dsl,no,electronic-check,0
52,81.73,3835.5,5,0,month-to-month,dsl,no,bank-transfer,0
63,35.17,2205.16,2,0,one-year,fiber,no,electronic-check,0
57,41.56,2231.78,4,1,month-to-month,none,yes,credit-card,0
61,46.99,2665.95,5,1,one-year,fiber,no,credit-card,0
38,79.78,2870.62,1,1,month-to-month,fiber,yes,electronic-check,0
3,64.19,200.75,6,1,two-year,dsl,no,electronic-check,0
35,44.45,1595.39,2,0,one-year,none,no,mailed-check,0
13,108.28,1418.02,3,1,two-year,dsl,no,bank-transfer,0
64,57.39,3669.48,3,1,month-to-month,fiber,yes,bank-transfer,0
17,64.6,1073.86,4,0,month-to-month,fiber,no,electronic-check,1
16,60.97,1050.94,7,1,one-year,dsl,no,bank-transfer,0
17,38.19,705.38,2,1,two-year,fiber,yes,bank-transfer,0
46,93.16,4512.0,2,1,month-to-month,none,yes,credit-card,0
41,64.85,2546.23,3,0,one-year,dsl,no,mailed-check,0
68,21.63,1592.59,7,0,one-year,fiber,no,electronic-check,0
29,116.4,3591.05,7,0,month-to-month,none,no,bank-transfer,1
20,101.58,1878.83,4,0,one-year,dsl,yes,bank-transfer,0
3,92.36,268.31,5,1,month-to-month,dsl,yes,bank-transfer,1
0,106.91,103.22,7,0,month-to-month,fiber,yes,bank-transfer,1
26,110.68,3010.08,6,1,two-year,fiber,no,electronic-check,0
66,53.75,3564.46,5,0,month-to-month,fiber,no,electronic-check,0
37,81.1,2860.8,4,0,one-year,fiber,no,mailed-check,0
64,80.88,4897.62,7,1,one-year,dsl,no,credit-card,0
7,46.73,324.33,2,0,two-year,none,yes,bank-transfer,0
6,42.2,261.6,3,0,month-to-month,none,no,bank-transfer,0
60,31.39,1886.69,5,0,month-to-month,fiber,yes,credit-card,0
7,85.93,572.76,1,0,month-to-month,none,yes,mailed-check,1
3,98.09,301.33,4,1,one-year,fiber,yes,mailed-check,0
29,96.1,3064.98,6,1,month-to-month,none,yes,bank-transfer,0
66,51.63,3187.22,2,1,one-year,dsl,yes,electronic-check,0
49,40.53,1997.25,6,1,month-to-month,dsl,no,mailed-check,0
7,65.36,446.14,3,0,month-to-month,none,no,bank-transfer,0
60,74.68,4228.46,7,1,two-year,fiber,no,mailed-check,0
60,111.91,7218.86,5,0,two-year,dsl,yes,electronic-check,0
57,107.48,6687.25,2,0,month-to-month,fiber,no,mailed-check,1
64,111.61,6929.03,6,1,one-year,fiber,no,credit-card,1
17,105.03,1730.98,1,0,month-to-month,dsl,yes,mailed-check,1
70,116.46,7486.59,2,1,one-year,dsl,yes,credit-card,0
23,66.55,1566.7,7,1,month-to-month,fiber,yes,bank-transfer,1
57,24.75,1277.16,7,0,month-to-month,dsl,no,electronic-check,0
41,28.36,1161.88,1,0,month-to-month,dsl,no,credit-card,0
56,59.03,3076.14,3,1,month-to-month,fiber,yes,bank-transfer,0
45,45.77,2130.63,1,1,one-year,fiber,no,bank-transfer,0
46,36.99,1847.5,2,1,month-to-month,fiber,yes,bank-transfer,0
44,115.32,4656.77,7,1,month-to-month,dsl,yes,electronic-check,0
56,39.54,2337.24,2,0,month-to-month,fiber,no,mailed-check,0
53,115.94,6551.08,5,0,month-to-month,dsl,no,credit-card,1
9,96.08,808.72,6,1,one-year,dsl,no,bank-transfer,0
59,84.09,5380.68,7,0,month-to-month,dsl,yes,mailed-check,0
38,87.6,3409.3,3,1,one-year,fiber,no,mailed-check,0
23,53.15,1230.99,5,1,two-year,dsl,yes,bank-transfer,0
37,84.64,3239.04,4,1,month-to-month,fiber,yes,mailed-check,1
69,38.67,2555.16,1,0,two-year,fiber,yes,mailed-check,0
61,113.77,6281.24,2,1,month-to-month,fiber,yes,bank-transfer,1
60,50.18,2975.91,6,0,month-to-month,fiber,yes,mailed-check,0
33,45.52,1575.27,5,1,month-to-month,none,yes,bank-transfer,0
56,91.12,5529.97,4,0,month-to-month,fiber,no,bank-transfer,0
27,85.64,2279.96,6,1,month-to-month,dsl,yes,bank-transfer,0
49,65.13,3040.51,5,0,month-to-month,dsl,yes,bank-transfer,0
46,83.24,3546.68,3,0,two-year,dsl,no,mailed-check,0
17,35.95,664.38,3,0,month-to-month,dsl,no,bank-transfer,0
19,87.33,1569.98,7,1,two-year,dsl,yes,bank-transfer,0
4,47.06,203.72,7,0,month-to-month,dsl,yes,mailed-check,0
10,47.28,442.9,1,0,one-year,fiber,yes,mailed-check,1
31,36.22,1014.61,6,0,month-to-month,fiber,no,bank-transfer,0
34,53.24,1710.32,1,0,month-to-month,dsl,yes,bank-transfer,0
11,53.13,583.59,7,0,month-to-month,fiber,yes,mailed-check,1
30,65.42,1903.21,5,0,two-year,dsl,no,mailed-check,0
43,39.04,1815.61,5,1,two-year,fiber,no,credit-card,0
16,39.3,634.47,5,1,month-to-month,fiber,yes,bank-transfer,1
24,74.17,1644.0,5,1,one-year,dsl,yes,bank-transfer,0
26,32.89,876.58,2,1,one-year,dsl,no,mailed-check,0
36,88.89,3128.97,6,0,one-year,none,yes,credit-card,0
26,114.39,3080.58,4,1,month-to-month,fiber,yes,mailed-check,1
53,62.68,3512.18,4,0,one-year,fiber,no,credit-card,0
23,110.11,2778.46,3,1,one-year,dsl,no,electronic-check,0
31,29.83,938.91,1,0,month-to-month,dsl,no,electronic-check,0
27,24.3,638.62,4,0,month-to-month,dsl,no,bank-transfer,0
13,92.14,1181.91,3,0,month-to-month,none,no,credit-card,1
49,96.1,4617.19,5,1,two-year,dsl,yes,electronic-check,0
16,104.31,1652.45,3,0,month-to-month,dsl,no,bank-transfer,0
21,25.68,488.59,7,1,month-to-month,none,yes,mailed-check,0
57,97.69,5286.94,5,0,month-to-month,fiber,yes,electronic-check,0
68,57.65,4302.62,4,0,two-year,dsl,yes,mailed-check,0
48,50.33,2622.64,5,1,one-year,fiber,no,bank-transfer,0
65,37.3,2205.47,5,1,month-to-month,fiber,no,bank-transfer,0
61,119.6,7995.37,5,1,month-to-month,none,no,credit-card,0
34,26.37,948.93,5,1,one-year,dsl,no,credit-card,0
55,102.7,5086.75,7,1,month-to-month,fiber,no,electronic-check,0
23,83.95,2090.52,3,0,month-to-month,dsl,yes,credit-card,0
33,93.51,3369.95,4,1,two-year,fiber,yes,electronic-check,0
38,91.17,3553.68,2,1,month-to-month,fiber,no,credit-card,0
69,105.84,7724.09,4,0,month-to-month,fiber,no,credit-card,1
61,38.38,2262.77,7,0,month-to-month,none,no,credit-card,0
35,20.08,712.97,5,1,one-year,fiber,yes,electronic-check,0
46,79.85,3843.2,2,0,one-year,dsl,no,electronic-check,0
14,55.39,784.96,7,1,month-to-month,dsl,no,credit-card,1
57,32.38,1773.53,6,0,one-year,dsl,no,mailed-check,0
39,38.61,1550.72,4,0,two-year,fiber,no,mailed-check,1
38,53.17,2157.21,2,0,two-year,dsl,no,mailed-check,1
55,27.02,1585.97,3,0,month-to-month,fiber,yes,electronic-check,0
45,25.69,1071.0,6,0,month-to-month,fiber,no,electronic-check,0
5,111.6,551.91,5,0,two-year,none,yes,electronic-check,0
20,51.21,929.72,2,1,month-to-month,fiber,yes,credit-card,0
12,118.22,1456.31,2,1,month-to-month,fiber,yes,electronic-check,1
52,116.44,5742.64,7,0,month-to-month,fiber,yes,credit-card,1
2,34.26,74.42,4,0,two-year,none,no,electronic-check,0
14,91.49,1311.15,5,1,month-to-month,fiber,no,bank-transfer,1
43,80.08,3375.0,3,1,month-to-month,dsl,yes,mailed-check,0
50,89.06,4659.14,1,1,one-year,dsl,yes,credit-card,0
36,29.62,1003.92,3,1,month-to-month,none,yes,electronic-check,0
61,38.86,2176.76,5,0,month-to-month,fiber,no,bank-transfer,0
66,27.66,1674.91,3,0,month-to-month,fiber,yes,credit-card,0
9,80.41,735.68,5,0,month-to-month,fiber,no,mailed-check,1
68,118.66,8696.43,4,1,two-year,fiber,yes,mailed-check,0
44,87.2,3624.06,3,1,month-to-month,fiber,no,electronic-check,0
45,91.08,4311.77,2,1,two-year,none,no,credit-card,0
6,118.46,645.03,2,1,month-to-month,none,no,credit-card,1
44,87.8,3749.88,2,1,month-to-month,dsl,no,mailed-check,1
52,24.02,1287.44,6,1,month-to-month,dsl,no,bank-transfer,0
41,106.7,4660.15,3,0,month-to-month,dsl,yes,credit-card,0
6,56.47,368.85,6,0,month-to-month,fiber,yes,mailed-check,0
37,20.44,776.33,3,0,month-to-month,fiber,no,electronic-check,1
67,70.72,4702.87,3,1,two-year,fiber,no,electronic-check,0
52,113.7,5392.86,7,0,month-to-month,fiber,no,credit-card,1
9,45.73,393.1,7,1,two-year,dsl,yes,credit-card,0
69,69.15,5175.11,3,0,month-to-month,fiber,yes,electronic-check,0
69,37.38,2621.98,2,1,month-to-month,fiber,no,credit-card,0
12,25.77,299.51,6,1,one-year,fiber,no,credit-card,0
57,28.05,1518.53,1,0,month-to-month,dsl,yes,bank-transfer,0
29,92.7,2480.58,4,1,month-to-month,dsl,yes,mailed-check,0
42,106.41,4694.12,5,1,month-to-month,fiber,no,credit-card,0
32,34.33,1079.31,5,0,month-to-month,fiber,no,credit-card,0
56,48.83,2973.23,1,0,one-year,fiber,no,mailed-check,0
71,39.5,2778.92,1,1,month-to-month,none,no,mailed-check,0
57,22.69,1375.68,2,1,two-year,dsl,yes,credit-card,0
67,75.34,4674.48,1,0,month-to-month,dsl,yes,credit-card,0
68,89.99,5692.08,4,1,month-to-month,dsl,no,bank-transfer,0
6,84.79,485.66,7,0,month-to-month,dsl,yes,bank-transfer,1
18,58.81,993.21,3,1,month-to-month,fiber,yes,bank-transfer,0
51,75.5,4217.64,4,1,two-year,dsl,yes,mailed-check,0
42,29.41,1311.34,2,0,two-year,dsl,yes,credit-card,0
3,35.43,103.07,1,0,month-to-month,fiber,no,mailed-check,1
6,113.18,681.77,5,1,month-to-month,dsl,yes,credit-card,1
37,96.15,3581.21,2,0,two-year,fiber,no,credit-card,0
44,112.27,5045.8,4,0,month-to-month,dsl,no,mailed-check,1
12,111.67,1233.81,5,0,month-to-month,dsl,yes,credit-card,1
12,84.94,988.49,6,0,month-to-month,dsl,no,credit-card,1
9,112.82,931.29,2,0,month-to-month,dsl,no,mailed-check,0
40,61.67,2673.55,5,1,month-to-month,dsl,no,bank-transfer,0
0,20.36,19.97,7,1,month-to-month,fiber,no,bank-transfer,0
41,26.26,1125.54,4,1,two-year,none,no,electronic-check,0
34,30.95,1140.87,1,0,month-to-month,dsl,no,bank-transfer,0
33,29.54,937.67,2,0,two-year,dsl,no,bank-transfer,0
48,55.17,2429.87,6,1,one-year,dsl,no,bank-transfer,0
37,90.13,3225.57,6,1,month-to-month,fiber,no,mailed-check,1
52,99.06,5327.28,3,1,month-to-month,dsl,no,bank-transfer,1
55,79.02,4345.92,2,0,month-to-month,dsl,yes,bank-transfer,0
66,34.64,2091.89,3,0,two-year,none,no,credit-card,0
57,94.79,4938.58,2,1,month-to-month,none,no,mailed-check,1
37,55.48,2134.69,6,0,two-year,fiber,yes,electronic-check,0
35,21.3,780.77,6,1,one-year,dsl,no,electronic-check,0
16,48.06,708.91,1,1,one-year,dsl,no,credit-card,0
43,53.06,2416.06,6,1,month-to-month,dsl,yes,electronic-check,0
10,47.42,459.55,6,0,one-year,fiber,yes,mailed-check,0
67,101.19,6194.24,5,1,one-year,fiber,no,credit-card,1
60,95.99,5568.03,7,1,one-year,dsl,yes,electronic-check,0
8,89.56,749.51,1,1,month-to-month,none,no,electronic-check,1
56,33.9,1957.55,5,1,one-year,fiber,yes,bank-transfer,0
8,100.78,803.25,1,0,month-to-month,fiber,yes,bank-transfer,1
51,87.72,4276.57,7,1,one-year,dsl,yes,electronic-check,0
6,39.48,232.99,4,1,month-to-month,dsl,yes,bank-transfer,1
35,84.81,2898.07,1,1,month-to-month,dsl,no,bank-transfer,0
47,68.35,3141.79,6,0,one-year,fiber,yes,electronic-check,0
52,63.94,3318.03,6,1,month-to-month,dsl,yes,mailed-check,0
30,31.21,927.93,4,0,one-year,dsl,no,mailed-check,0
66,71.83,4363.86,3,1,one-year,fiber,no,credit-card,0
55,29.99,1580.23,1,1,one-year,fiber,yes,mailed-check,0
14,36.43,472.19,7,0,one-year,fiber,no,credit-card,0
48,33.25,1628.59,2,0,month-to-month,fiber,yes,credit-card,0
52,115.41,5908.68,6,0,month-to-month,fiber,no,electronic-check,1
24,48.49,1203.78,5,0,one-year,fiber,no,credit-card,0
53,55.52,2699.86,5,0,month-to-month,dsl,no,electronic-check,0
64,52.21,3237.79,5,1,month-to-month,dsl,no,mailed-check,0
58,109.83,5962.9,7,1,month-to-month,fiber,no,electronic-check,0
54,76.3,3784.06,1,0,month-to-month,dsl,yes,electronic-check,0
45,111.92,5311.84,7,1,two-year,fiber,no,bank-transfer,0
19,49.99,879.7,1,0,month-to-month,fiber,no,bank-transfer,0
57,31.48,1677.7,7,1,month-to-month,dsl,yes,bank-transfer,0
26,75.62,1913.73,2,0,two-year,fiber,no,mailed-check,0
38,54.55,1986.98,6,0,two-year,fiber,no,credit-card,0
22,100.19,2389.25,1,0,month-to-month,fiber,no,mailed-check,1
22,107.94,2606.76,4,0,two-year,none,yes,bank-transfer,0
11,67.26,728.38,4,1,month-to-month,dsl,no,mailed-check,1
69,117.14,7599.53,7,1,one-year,dsl,yes,electronic-check,0
10,75.3,752.72,1,1,month-to-month,dsl,no,bank-transfer,0
6,47.09,282.3,1,1,month-to-month,fiber,yes,credit-card,0
67,68.9,4584.94,5,1,month-to-month,dsl,no,mailed-check,0
39,23.73,836.69,1,0,one-year,none,yes,mailed-check,0
31,100.4,2881.07,6,0,month-to-month,dsl,no,credit-card,1
53,30.14,1482.73,1,1,month-to-month,fiber,yes,electronic-check,0
27,50.87,1332.77,7,1,one-year,fiber,no,mailed-check,0
9,76.53,699.9,4,1,month-to-month,dsl,no,mailed-check,1
52,24.3,1359.09,7,0,two-year,fiber,yes,mailed-check,0
12,27.93,316.62,1,0,month-to-month,fiber,no,mailed-check,0
39,89.61,3684.35,2,1,month-to-month,fiber,no,credit-card,1
68,27.18,1747.03,4,0,month-to-month,fiber,no,electronic-check,0
67,67.71,4112.51,1,1,month-to-month,fiber,yes,mailed-check,0
25,53.87,1387.11,1,1,month-to-month,fiber,yes,credit-card,0
56,42.81,2260.53,3,0,month-to-month,fiber,yes,electronic-check,0
44,38.88,1854.3,6,1,one-year,dsl,no,bank-transfer,0
34,96.34,3559.5,5,1,month-to-month,fiber,no,electronic-check,0
10,115.15,1060.54,1,0,month-to-month,dsl,no,bank-transfer,1
27,34.02,862.46,1,1,one-year,fiber,no,bank-transfer,0
46,115.97,5025.65,5,0,month-to-month,dsl,yes,bank-transfer,0
71,79.48,6107.44,3,0,one-year,none,no,bank-transfer,0
0,84.17,77.07,6,0,two-year,dsl,no,bank-transfer,0
51,90.99,4873.6,3,1,month-to-month,dsl,no,bank-transfer,0
60,90.41,5194.28,3,1,one-year,dsl,no,bank-transfer,1
68,101.98,7048.97,2,1,two-year,dsl,yes,electronic-check,0
30,68.35,1918.15,2,1,month-to-month,dsl,no,electronic-check,1
8,73.34,622.69,5,0,two-year,fiber,no,electronic-check,1
19,52.38,1029.21,4,1,month-to-month,dsl,no,bank-transfer,1
61,30.53,1683.97,5,0,one-year,dsl,yes,mailed-check,0
63,86.46,5160.61,1,1,month-to-month,dsl,no,mailed-check,1
45,23.36,1044.13,4,1,month-to-month,dsl,no,mailed-check,0
